existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,datasetType
A11,20,A32,A40,2153,A61,A73,3,A92,A101,2,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,22,A32,A40,2770,A61,A73,2,A93,A101,2,A121,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,26,A34,A42,3197,A61,A73,2,A92,A101,2,A121,34,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,30,A32,A46,2424,A61,A73,3,A92,A101,2,A123,26,A142,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,14,A32,A43,2171,A61,A72,3,A92,A101,2,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A40,5415,A61,A75,2,A93,A101,2,A124,27,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2152,A62,A73,2,A92,A101,2,A123,25,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2195,A65,A73,2,A92,A101,3,A121,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,2121,A61,A72,3,A92,A101,2,A121,30,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A40,2189,A65,A73,2,A93,A101,3,A121,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,2200,A61,A73,2,A92,A101,2,A122,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,28,A30,A40,4027,A61,A71,2,A92,A101,2,A123,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2055,A61,A73,2,A92,A101,2,A123,37,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,22,A32,A43,3050,A61,A72,2,A93,A101,2,A122,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A43,1854,A61,A73,3,A94,A101,1,A123,26,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,28,A33,A42,3605,A61,A73,1,A92,A101,3,A123,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,19,A32,A43,2518,A61,A73,1,A93,A101,2,A121,25,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,3204,A61,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,3444,A61,A73,2,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,19,A32,A40,2015,A61,A73,2,A92,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,1881,A61,A75,3,A93,A101,2,A122,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,26,A30,A49,3568,A61,A73,2,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,27,A30,A42,4038,A61,A73,2,A92,A101,2,A122,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,15,A34,A42,4012,A61,A73,2,A92,A101,2,A122,49,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2177,A61,A73,2,A93,A101,1,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,21,A32,A43,2679,A61,A72,1,A92,A101,1,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A40,2193,A61,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,24,A32,A42,3154,A61,A75,2,A93,A101,2,A122,29,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,12,A32,A40,8721,A61,A75,1,A93,A101,2,A123,48,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,27,A32,A43,2479,A61,A72,3,A93,A101,3,A121,42,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,33,A32,A42,6439,A61,A74,2,A93,A101,2,A123,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,20,A32,A43,2186,A65,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2148,A61,A73,2,A92,A101,2,A123,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,24,A32,A42,2687,A61,A72,2,A93,A101,1,A121,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A32,A42,2726,A61,A73,3,A93,A101,1,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,14,A32,A40,2179,A61,A73,2,A93,A101,1,A121,31,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2153,A65,A73,2,A92,A101,2,A124,25,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2527,A61,A73,2,A93,A101,1,A121,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A34,A410,7118,A61,A73,1,A93,A101,2,A123,26,A143,A152,1,A172,0,A192,A201,2,DatasetType.Deployment
A11,33,A34,A42,4541,A61,A75,3,A93,A101,3,A124,39,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,17,A32,A40,2779,A61,A73,3,A93,A101,1,A121,33,A143,A151,1,A173,1,A191,A201,2,DatasetType.Deployment
A12,18,A34,A43,3879,A61,A74,2,A93,A101,3,A122,38,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,28,A34,A42,4590,A61,A75,3,A93,A101,3,A124,32,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,18,A33,A40,2779,A61,A75,3,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2158,A61,A73,2,A92,A101,1,A123,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,37,A33,A40,4834,A61,A73,2,A93,A101,2,A123,45,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,32,A32,A49,3416,A61,A73,3,A93,A101,1,A124,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,20,A34,A40,2652,A61,A72,2,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A43,1848,A61,A73,3,A92,A101,2,A121,29,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,20,A32,A40,1991,A62,A74,3,A92,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A12,17,A34,A43,2463,A61,A72,2,A91,A101,2,A121,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,29,A32,A43,2993,A61,A72,3,A94,A101,2,A123,25,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A33,A40,4798,A61,A73,2,A93,A101,2,A122,45,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,16,A32,A40,2246,A61,A74,2,A93,A101,1,A124,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,25,A32,A410,7121,A61,A73,1,A93,A101,3,A123,26,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,23,A34,A40,3861,A61,A74,2,A93,A102,2,A122,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A31,A40,4797,A61,A73,2,A93,A101,2,A122,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,15,A32,A40,1970,A61,A75,3,A92,A101,1,A123,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,2456,A61,A72,3,A93,A101,2,A121,43,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A42,3065,A61,A72,2,A92,A101,2,A122,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,1973,A61,A73,3,A94,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A34,A42,3582,A61,A73,1,A92,A101,3,A123,32,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A40,2123,A61,A72,3,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3260,A61,A75,2,A93,A101,3,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A40,5123,A61,A75,3,A93,A101,1,A124,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,19,A32,A43,2177,A61,A72,2,A93,A101,1,A123,32,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,2153,A62,A73,2,A92,A101,2,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,22,A32,A41,7254,A61,A73,1,A93,A101,2,A123,30,A143,A151,1,A174,0,A191,A201,2,DatasetType.Deployment
A12,20,A32,A40,2137,A61,A73,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,25,A32,A40,8514,A61,A75,2,A93,A101,2,A124,38,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,31,A32,A43,4414,A61,A73,2,A92,A101,2,A124,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,22,A30,A42,4022,A61,A73,2,A92,A101,2,A122,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,19,A34,A42,2582,A61,A73,3,A94,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A41,5246,A61,A75,2,A93,A101,3,A121,33,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A13,21,A32,A43,2680,A61,A72,1,A92,A101,1,A123,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,3027,A61,A72,2,A92,A101,2,A122,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A43,1842,A61,A73,3,A94,A101,2,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,29,A32,A43,2424,A61,A73,3,A92,A101,3,A124,28,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,21,A32,A42,2453,A62,A72,3,A92,A101,2,A121,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,2194,A61,A72,2,A92,A101,3,A122,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A40,2235,A61,A74,2,A93,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A40,6082,A61,A74,1,A93,A101,2,A123,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,16,A32,A46,1887,A61,A71,3,A92,A101,2,A121,30,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A40,1964,A61,A75,3,A92,A101,3,A123,29,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,31,A32,A41,7156,A61,A73,1,A93,A101,2,A123,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A33,A43,2332,A61,A72,3,A93,A101,2,A123,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,16,A32,A40,1970,A61,A75,3,A93,A101,2,A123,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A40,4846,A61,A73,2,A93,A101,1,A122,43,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,27,A32,A43,2989,A61,A73,3,A93,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A40,4637,A61,A75,2,A93,A101,3,A124,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,16,A32,A40,1992,A62,A74,3,A92,A101,2,A123,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A32,A40,2177,A61,A73,2,A93,A101,1,A121,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A43,2265,A61,A72,2,A94,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2110,A61,A71,2,A92,A101,3,A122,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,12,A32,A43,1745,A61,A72,3,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,2697,A61,A72,3,A93,A101,3,A123,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2183,A61,A72,3,A93,A101,2,A123,33,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,15,A32,A42,2284,A61,A73,3,A93,A101,3,A122,41,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,24,A32,A40,3465,A61,A73,2,A92,A101,2,A121,36,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3048,A61,A72,3,A92,A101,1,A122,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,21,A32,A40,2645,A61,A72,3,A93,A101,1,A123,36,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,32,A33,A49,3623,A61,A73,2,A92,A101,2,A123,27,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A43,2421,A61,A73,2,A93,A101,2,A124,29,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,27,A34,A40,3866,A61,A74,2,A93,A101,2,A122,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,12,A31,A43,1756,A61,A73,3,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,2777,A61,A75,3,A93,A101,2,A121,35,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A12,25,A34,A49,5573,A61,A73,2,A93,A101,2,A124,38,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,22,A32,A43,2704,A61,A72,3,A93,A101,3,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A40,1834,A61,A73,3,A93,A101,2,A123,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A41,6496,A61,A74,2,A93,A101,2,A123,34,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,19,A32,A40,2230,A61,A74,3,A93,A101,3,A124,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3241,A61,A75,2,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A40,6175,A61,A74,2,A93,A101,3,A123,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,18,A32,A43,2518,A61,A73,1,A93,A101,2,A121,25,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A49,2056,A61,A75,3,A93,A101,3,A123,38,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2421,A61,A73,3,A93,A101,3,A123,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,26,A33,A49,5476,A61,A75,2,A93,A101,2,A123,36,A143,A152,2,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A40,2193,A61,A73,3,A92,A101,2,A121,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A49,5316,A61,A75,3,A93,A101,3,A123,39,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,18,A32,A42,2079,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2193,A61,A73,3,A92,A101,2,A122,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A34,A40,3861,A61,A74,2,A93,A101,2,A122,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,3448,A61,A73,1,A92,A101,2,A121,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,1991,A61,A74,2,A92,A101,2,A123,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,25,A32,A43,2570,A61,A73,2,A92,A101,1,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A33,A43,2330,A61,A72,3,A93,A101,2,A123,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A34,A42,2278,A61,A73,2,A93,A101,1,A123,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,31,A32,A40,5268,A61,A75,2,A92,A101,3,A124,36,A143,A151,1,A174,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,5690,A61,A75,2,A93,A101,2,A124,30,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2116,A61,A71,3,A92,A101,2,A122,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,30,A32,A41,5222,A61,A75,2,A93,A101,2,A121,35,A141,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,21,A32,A43,4486,A61,A75,3,A92,A101,2,A124,28,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A30,A40,4013,A61,A73,2,A92,A101,2,A122,48,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,21,A34,A49,3583,A61,A73,1,A92,A101,3,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2868,A61,A75,1,A93,A101,2,A122,31,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,3035,A61,A72,2,A92,A101,2,A122,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,17,A32,A40,2636,A61,A72,2,A91,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1964,A61,A73,3,A94,A101,3,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,1844,A61,A73,3,A94,A101,2,A123,29,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,18,A32,A42,2464,A61,A72,2,A91,A101,2,A121,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,2978,A61,A73,3,A93,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,22,A32,A40,8529,A61,A75,2,A93,A101,2,A123,44,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A42,3051,A61,A72,2,A92,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,22,A32,A42,3149,A61,A73,3,A93,A101,2,A124,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,26,A32,A46,2423,A61,A73,3,A92,A101,3,A124,28,A142,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,28,A32,A410,7179,A61,A73,2,A93,A101,2,A123,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,16,A32,A40,2149,A65,A73,2,A92,A101,2,A123,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2127,A61,A73,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A46,1887,A61,A71,2,A93,A101,2,A121,30,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,19,A32,A42,2462,A61,A72,3,A93,A101,2,A121,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,2698,A61,A73,3,A93,A101,3,A123,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A31,A43,2297,A61,A73,3,A93,A101,2,A123,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A42,3156,A61,A73,2,A93,A101,3,A122,30,A143,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,20,A32,A42,3763,A61,A72,2,A93,A101,2,A122,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A46,1872,A61,A72,3,A93,A101,2,A123,38,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,29,A32,A40,4843,A61,A73,2,A93,A101,2,A122,43,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A43,1902,A61,A71,3,A92,A101,2,A121,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,2139,A61,A73,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A43,2560,A61,A73,2,A92,A101,1,A121,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,1861,A61,A73,2,A93,A101,2,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,18,A30,A49,3545,A61,A73,2,A93,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2126,A61,A73,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A49,2653,A61,A71,2,A91,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3042,A61,A72,3,A92,A101,1,A122,28,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A34,A43,2120,A61,A75,3,A92,A101,3,A124,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A31,A40,2388,A61,A73,2,A93,A101,1,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,30,A32,A46,2424,A61,A73,3,A92,A101,3,A124,27,A142,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,20,A32,A43,2649,A61,A71,2,A91,A101,1,A123,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,1867,A61,A74,2,A93,A101,2,A123,32,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,2469,A61,A72,3,A93,A101,2,A121,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2198,A61,A73,3,A92,A101,2,A122,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,2229,A61,A74,2,A93,A101,2,A124,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A46,1881,A61,A71,2,A92,A101,2,A121,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,34,A34,A42,4584,A61,A75,3,A93,A101,3,A124,36,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A43,1866,A61,A74,2,A93,A101,2,A123,30,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A43,2488,A61,A75,2,A93,A101,2,A121,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A410,7308,A61,A73,1,A93,A101,1,A123,31,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A40,2154,A61,A72,3,A92,A101,3,A123,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A42,2069,A61,A75,3,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,31,A34,A46,4416,A61,A73,2,A93,A101,2,A124,26,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,13,A31,A43,1749,A61,A72,2,A92,A101,3,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A49,5193,A61,A75,3,A93,A101,2,A124,39,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,15,A34,A40,2615,A61,A73,2,A93,A101,2,A123,41,A141,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2127,A61,A73,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,20,A32,A49,3785,A61,A72,2,A93,A101,2,A122,29,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A42,3269,A61,A73,2,A92,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A43,3028,A61,A72,2,A92,A101,3,A122,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,16,A32,A40,2124,A61,A72,3,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,24,A34,A40,2648,A61,A72,2,A92,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,3540,A61,A73,2,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1859,A61,A73,3,A93,A101,1,A123,25,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,25,A32,A43,2686,A61,A72,2,A92,A101,1,A121,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,2111,A61,A72,2,A92,A101,3,A122,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A40,1995,A62,A72,2,A92,A101,2,A123,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,28,A32,A40,6226,A61,A72,2,A93,A101,2,A123,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,35,A32,A49,9158,A61,A73,2,A93,A101,3,A123,43,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,27,A32,A49,3372,A61,A73,3,A93,A101,1,A124,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1828,A61,A73,3,A93,A101,1,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,26,A34,A42,4049,A61,A73,2,A92,A101,2,A123,35,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,13,A32,A40,1987,A61,A74,2,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,26,A32,A40,2893,A61,A75,2,A91,A101,2,A123,28,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,2468,A61,A72,3,A92,A101,3,A121,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2197,A61,A72,2,A92,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,32,A31,A43,4583,A61,A75,3,A93,A101,3,A124,33,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,30,A32,A42,4984,A61,A72,2,A93,A101,2,A122,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,29,A34,A40,4021,A61,A74,2,A93,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,20,A32,A43,2188,A61,A72,3,A93,A101,2,A123,33,A142,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
